experience_years,age,education_level,working_hours,performance_score,projects_completed,salary
14,37,1,43,9,11,104925
4,38,4,48,5,13,82451
22,41,3,39,7,4,126411
18,42,2,36,7,1,115940
19,26,2,49,9,9,131119
24,36,3,50,2,2,109675
13,22,3,53,4,9,108567
16,21,4,35,8,8,121054
17,50,3,46,5,16,127206
20,43,2,53,5,5,107437
2,21,3,54,3,8,66809
1,39,1,49,5,2,58059
0,23,2,39,7,6,75255
9,22,3,35,4,11,97003
18,37,2,45,8,17,125492
16,48,4,43,6,9,118130
11,38,1,41,6,1,71860
0,53,4,36,6,16,88753
11,35,1,51,4,2,83078
16,42,3,50,3,0,88414
23,47,2,50,10,7,143866
2,52,3,48,6,12,82577
10,39,4,36,6,10,114340
16,48,2,53,2,7,100620
22,48,3,37,10,19,151043
2,30,3,42,9,0,77857
7,40,2,53,4,1,65405
19,45,2,50,4,17,125704
3,41,4,38,10,17,116028
20,34,1,42,8,8,124693
21,42,1,35,3,6,102855
6,46,2,38,10,8,96502
13,31,1,41,7,9,97417
13,27,4,35,7,1,99632
3,37,1,52,2,4,44449
15,38,2,38,3,16,98259
23,27,4,54,4,1,121069
21,40,2,48,2,19,112367
0,31,4,42,9,9,93543
16,36,4,52,10,0,128213
24,47,2,41,6,11,125483
9,31,3,37,1,14,89831
21,36,2,48,1,5,92422
15,43,4,46,8,13,131305
15,32,2,49,6,13,119034
7,23,2,42,10,14,97282
6,22,4,39,7,0,78044
5,44,1,51,6,16,80513
15,49,4,44,2,10,102597
19,54,2,45,3,14,104897
15,40,4,50,8,19,126621
6,38,4,50,4,15,100260
8,34,1,38,8,8,79917
13,38,3,39,3,11,109639
10,22,2,44,2,1,80141
13,21,2,48,7,14,101369
6,40,1,43,1,8,53097
0,54,4,52,3,15,67104
24,31,3,54,2,16,125242
12,47,2,40,5,19,103004
19,43,3,45,2,3,110331
2,23,3,51,10,7,89740
19,32,4,43,5,6,128656
3,50,4,37,3,5,79867
10,51,4,50,9,4,103234
1,43,2,54,10,9,79782
13,21,3,38,9,2,101529
11,40,3,49,8,19,113947
16,26,2,36,5,16,111740
11,31,1,54,10,15,117010
11,24,4,51,7,10,115610
0,49,2,53,2,12,68541
12,30,4,54,3,17,112700
13,49,3,50,2,13,102358
23,21,2,53,10,1,137353
1,28,1,51,1,11,61698
11,37,4,38,3,9,97936
20,39,3,52,4,6,104298
15,53,3,38,9,1,102206
3,35,1,37,2,17,62375
7,51,1,52,9,16,91957
1,41,4,54,1,15,76066
9,23,3,39,9,1,99816
8,22,1,43,6,10,91759
22,36,2,49,8,18,150458
14,41,1,43,3,6,76435
12,32,2,48,8,16,107953
22,48,3,36,9,14,137963
16,32,4,52,7,8,117711
15,53,3,47,4,11,107091
1,40,3,50,6,7,71599
19,41,3,40,6,1,110508
19,42,3,50,2,16,117845
13,46,4,38,2,15,105509
2,27,1,44,5,15,63052
22,27,4,53,1,2,111621
11,28,4,45,5,18,109486
7,46,4,39,10,15,118503
1,44,4,52,3,10,76179
3,44,1,37,3,8,70587
13,32,3,42,8,13,107290
15,28,1,45,3,1,82610
18,29,1,53,3,12,100754
1,23,3,37,1,4,48772
11,41,1,46,8,19,104573
13,51,4,49,10,13,136582
5,44,4,50,10,0,85085
12,24,3,39,6,5,99517
3,40,3,53,8,10,78950
21,36,3,40,3,16,129874
17,30,4,46,6,13,125056
11,46,3,53,2,13,94845
19,49,1,43,3,19,104781
21,25,1,52,4,6,115491
20,31,2,37,9,18,143638
18,49,2,48,4,5,107480
7,35,3,39,7,12,92548
6,26,2,39,8,9,96259
15,35,4,38,5,18,130266
18,40,4,50,2,9,112327
5,54,1,47,8,4,67760
19,22,1,42,5,12,109401
20,36,2,50,5,16,127577
10,39,2,36,7,4,92240
4,54,4,42,6,6,77198
15,34,1,37,3,19,96890
6,44,2,43,7,6,88503
4,48,4,45,1,14,80459
10,52,1,54,4,14,79897
14,30,4,35,4,0,90494
2,29,4,35,6,11,78341
4,44,1,42,6,1,60703
22,49,4,50,10,17,153888
20,49,2,44,8,14,123572
4,43,4,36,1,6,72237
8,47,2,50,7,8,80917
14,51,3,38,4,2,101055
2,27,3,53,6,9,83343
5,24,3,43,10,1,96451
16,34,4,37,9,11,127221
20,30,3,45,3,6,111842
7,54,3,42,8,4,84611
20,46,4,41,3,3,112450
24,43,1,35,6,0,111800
10,29,4,42,2,14,88892
5,28,2,51,9,8,82884
7,34,4,45,2,5,88741
9,27,1,41,5,13,80044
23,27,3,43,6,1,114571
2,29,4,48,4,11,79334
22,23,3,39,7,5,130652
13,34,2,52,7,12,104504
22,37,1,47,7,3,114249
13,42,3,39,7,15,122317
9,46,3,42,10,10,107139
11,48,3,49,10,5,100638
5,34,3,38,9,4,87780
11,29,4,35,2,0,79615
22,46,1,40,5,18,119944
13,22,1,53,10,6,102381
1,31,3,46,9,17,89586
8,37,1,41,2,9,68499
9,54,3,47,3,9,91317
16,39,2,41,7,16,129214
16,38,2,43,9,6,117035
2,33,2,35,3,0,56845
18,25,1,47,10,11,128481
0,43,3,53,8,16,94807
11,44,4,35,8,15,120510
6,49,4,54,4,19,91321
3,28,2,53,6,14,90338
9,46,2,52,8,18,104148
12,35,1,39,9,19,109944
1,21,4,37,2,16,72472
9,48,1,36,1,3,60407
20,34,2,44,5,3,110650
21,54,3,40,10,2,130184
24,51,3,53,3,7,125055
3,26,3,51,6,8,70836
17,25,2,53,1,1,85037
4,51,1,47,4,18,79189
18,35,3,51,6,17,133683
1,35,4,52,2,15,67533
11,25,4,45,8,17,128144
16,48,2,54,4,17,109063
9,53,4,54,2,11,95045
1,31,4,47,1,1,65365
5,26,2,45,8,0,73848
7,43,1,54,10,15,96533
18,22,3,53,1,16,106819
10,35,2,44,7,0,85919
24,43,4,37,7,2,137575
11,42,3,40,6,19,111877
8,29,3,41,8,15,107512
1,50,3,54,10,13,93666
7,36,2,39,1,15,69013
10,50,3,43,1,8,86833
20,29,1,44,1,1,79864
3,21,4,48,6,12,82087
9,28,2,45,7,4,90476
20,38,2,51,10,19,139038
19,47,3,45,9,16,146624
15,38,4,41,10,5,123447
7,52,3,45,5,16,99015
3,52,3,47,1,1,65715
9,41,2,53,9,6,93857
11,52,1,40,5,16,95199
13,51,4,36,6,7,110561
15,36,4,48,9,0,115525
21,34,4,50,2,18,131656
17,44,4,41,3,4,98293
20,45,1,35,7,4,101503
21,37,2,36,3,0,98138
20,24,1,43,2,9,92154
11,31,3,52,7,9,94846
17,35,2,54,8,2,113873
6,50,1,52,9,11,85336
19,44,4,52,2,11,106809
23,22,4,44,2,6,128582
22,54,2,42,7,15,127671
6,43,1,42,4,19,86175
8,51,2,36,5,2,82344
0,33,4,52,1,6,58152
5,53,1,45,6,13,71565
5,27,4,45,10,3,99791
21,52,2,53,8,9,117476
11,27,2,45,1,1,75375
21,33,2,44,2,15,118772
11,44,2,42,7,2,94173
9,48,2,49,2,14,94611
22,52,3,42,9,7,130456
5,38,2,53,6,15,96366
16,54,2,35,5,10,103409
18,54,4,54,7,10,131598
17,21,2,37,10,10,126812
5,51,1,46,8,0,78310
23,21,2,50,9,1,117227
18,36,3,50,6,19,126050
9,35,2,51,5,0,82658
23,53,4,50,7,18,146052
7,43,1,43,2,19,86090
20,54,1,53,8,9,128978
23,37,2,35,4,18,137570
5,45,2,52,1,10,77451
20,26,2,40,3,11,110784
24,51,2,40,9,9,136747
6,25,4,46,4,6,80503
23,50,4,37,10,7,143843
0,25,1,45,10,10,82651
17,32,2,40,3,17,110874
23,27,4,48,4,15,132141
24,33,4,52,3,0,114780
19,24,1,50,3,5,101794
11,23,1,47,2,16,83340
15,32,3,35,6,12,111083
9,21,4,40,10,9,111233
9,47,1,48,6,9,93174
13,33,4,51,10,0,122352
24,37,4,47,4,6,136632
19,28,2,47,8,19,140882
9,52,2,43,6,8,88662
9,40,2,40,8,10,100878
24,37,2,40,6,19,139390
10,54,4,39,9,1,110043
22,44,3,48,3,0,117988
1,38,3,48,3,11,71138
24,53,3,38,2,6,112868
19,43,4,36,10,18,140393
7,45,3,36,6,4,86251
22,47,4,51,7,11,139783
6,21,1,44,7,13,94182
7,41,3,48,5,6,84856
0,30,4,53,6,7,79706
20,51,1,51,7,13,126982
1,45,2,45,2,11,70361
17,40,1,41,10,8,113373
14,22,1,43,7,9,101165
0,35,3,48,1,9,57157
4,48,2,38,6,0,65416
1,33,2,48,8,5,73421
19,34,3,54,1,13,102791
2,22,1,54,1,8,53414
18,54,4,51,6,11,128730
17,45,3,53,5,18,116515
21,35,1,51,3,19,118118
17,32,4,48,10,11,128005
13,29,3,47,10,12,123498
23,51,3,48,7,2,117031
7,34,2,50,7,10,82144
11,49,2,49,7,1,81994
20,28,2,53,6,17,133985
9,23,4,45,4,17,98117
22,22,3,46,9,8,131796
19,36,2,45,9,0,106585
16,39,2,39,7,15,121679
10,50,3,42,7,0,93879
1,36,4,40,8,19,96103
3,51,2,50,5,4,61516
0,48,1,46,9,16,87920
14,24,4,40,6,7,115497
12,30,2,47,7,5,97923
7,38,1,41,7,0,81143
24,52,2,42,9,12,151232
3,50,4,46,7,17,105010
9,29,3,36,3,3,72516
18,49,3,43,6,14,123045
17,36,4,47,6,13,120476
4,48,2,51,7,15,92647
18,41,4,47,6,4,120336
22,22,1,50,4,0,99164
21,48,2,35,6,3,122290
15,51,4,41,3,16,122670
0,53,3,47,1,5,48452
11,43,4,48,1,3,74586
23,37,2,51,5,6,111408
1,21,4,50,8,0,79856
20,43,3,49,3,9,118546
24,47,1,51,2,12,109406
7,45,4,36,8,8,110514
17,52,4,46,9,13,129402
24,39,1,37,9,0,128273
15,44,4,43,2,8,110421
4,23,3,40,8,5,81239
21,32,1,40,2,9,96331
12,35,3,41,7,10,117255
18,37,3,42,8,6,117099
2,52,3,37,1,19,76000
7,27,2,49,8,11,88336
11,39,1,40,3,11,85449
1,27,2,45,1,13,56021
10,25,2,37,7,9,90663
11,41,4,50,10,15,129688
17,27,1,40,3,3,88352
12,43,4,45,8,13,114848
4,31,2,42,9,1,70217
21,30,4,44,2,1,116153
11,41,3,44,1,10,82280
1,53,2,37,8,10,79363
4,40,3,48,10,5,96744
6,53,1,53,6,2,68024
23,54,4,43,10,8,142371
11,47,2,47,1,2,80538
15,39,1,43,3,0,90397
22,25,3,46,9,1,122569
7,49,4,48,9,14,120860
8,30,4,39,6,10,97425
14,33,2,40,3,7,99016
4,49,4,47,8,15,93187
12,25,4,47,6,16,112623
4,32,3,40,1,2,55380
10,33,3,48,6,7,93399
9,42,3,45,5,6,84598
19,35,1,47,8,2,103705
12,33,1,46,2,6,85432
8,21,4,50,7,4,103834
20,21,1,40,6,0,101105
13,31,2,43,1,4,76225
17,42,3,51,8,2,119546
14,26,1,54,6,17,108893
9,48,4,50,3,18,93791
23,51,3,46,5,9,132055
6,28,1,52,7,3,64607
7,25,3,43,9,12,109448
2,37,1,37,4,0,44082
14,29,4,44,2,3,86303
15,30,1,45,3,8,86327
3,40,1,36,7,16,84271
20,34,1,42,8,10,119331
5,34,3,54,5,6,89516
0,46,1,45,3,6,51594
3,49,1,52,1,12,50558
10,47,1,54,10,18,106261
11,45,3,41,1,16,98234
4,36,4,48,2,17,79837
22,54,4,41,5,12,143532
20,36,4,35,3,16,125714
15,53,1,46,7,17,120129
12,23,3,35,2,19,100327
12,43,4,37,2,1,78051
16,31,4,36,3,18,113308
6,38,4,37,1,14,78668
7,49,2,38,2,8,74470
12,25,3,48,5,13,103109
22,44,2,52,3,18,124134
15,49,1,39,10,7,116583
3,49,4,49,6,11,80486
7,46,1,50,2,16,86987
15,23,3,42,8,11,122563
20,22,1,42,4,14,112773
9,45,1,41,3,4,65048
24,39,4,40,5,1,122846
11,22,3,41,8,19,110638
11,39,1,53,9,17,105206
4,21,2,35,1,2,49196
15,47,4,47,4,4,113554
0,25,2,41,6,1,66275
8,24,4,35,6,8,91478
11,37,1,44,9,4,88216
4,41,4,47,1,16,72858
21,51,1,38,5,19,121233
19,42,2,41,10,14,142387
21,31,1,40,1,12,106344
23,54,4,40,6,8,125502
2,35,4,45,9,1,89021
4,30,4,43,4,1,71627
1,52,2,41,10,10,75105
13,51,3,43,10,2,100522
1,48,2,40,9,2,80117
12,51,1,53,3,9,80645
6,26,1,48,7,1,67908
9,34,2,35,5,0,77265
12,43,2,50,10,5,114816
15,36,1,43,1,5,78006
13,45,1,49,7,10,103359
10,22,1,53,8,15,101168
9,54,3,44,6,0,84651
5,45,3,50,1,4,66670
3,36,2,37,9,9,77634
20,38,2,53,7,5,126808
0,33,3,47,6,10,76476
6,47,4,48,4,15,100957
23,54,3,41,3,19,141570
8,31,2,36,4,12,85285
7,21,3,48,1,11,77072
4,33,4,51,9,17,116951
18,50,2,47,2,12,113296
9,25,1,36,2,4,66221
10,38,2,39,3,12,82793
24,34,3,38,1,12,113589
14,33,3,37,10,18,133527
5,52,4,48,3,18,87076
14,27,3,45,4,12,101404
4,28,4,42,9,10,100665
18,27,2,43,5,15,112078
21,36,3,50,6,13,131479
18,51,2,37,1,9,94909
9,47,1,44,3,1,69266
11,53,1,35,7,7,99518
21,49,4,43,7,7,131744
3,28,3,50,10,19,95309
17,53,2,43,1,13,106332
15,39,2,46,9,13,115148
7,41,3,35,1,17,95855
3,41,2,50,7,14,82586
24,45,3,42,2,15,122702
22,43,3,48,9,13,147842
11,31,1,48,9,9,106096
1,53,3,44,9,1,76199
3,40,2,35,4,4,69080
4,45,3,40,6,2,82561
2,46,1,43,2,6,56726
8,32,1,53,3,11,72708
20,52,4,50,6,9,133375
17,53,2,53,1,10,91975
10,30,3,45,7,16,102579
2,24,2,45,2,3,53717
24,35,2,48,8,5,128356
22,26,3,41,5,6,131481
1,47,1,46,7,4,56567
8,25,2,54,8,5,86106
13,25,4,54,3,16,105034
3,38,2,39,6,13,75189
8,48,1,35,9,10,102501
12,42,4,45,4,4,96790
17,54,4,49,10,1,117814
14,24,4,44,7,13,113885
9,38,4,49,1,15,88506
15,46,3,47,7,1,114528
11,42,3,49,9,16,124401
19,53,3,36,10,15,138083
4,34,4,47,8,8,95178
1,51,1,46,4,19,80801
9,30,2,38,3,19,100881
0,44,4,46,7,8,90317
6,41,1,49,1,4,58883
16,28,2,47,8,3,97793
15,52,4,36,1,6,95340
23,51,2,54,7,4,129815
2,54,3,50,6,2,66918
13,43,3,48,10,7,115185
9,45,3,36,8,15,100266
21,27,1,51,6,5,113460
6,39,3,50,5,8,85585
16,27,1,38,9,19,117218
5,28,3,45,4,17,85888
22,34,3,47,7,10,136394
21,21,3,40,6,18,132657
3,33,1,51,10,6,75285
16,23,2,35,6,9,110636
8,48,1,43,5,4,76391
3,35,4,52,2,6,67813
6,23,4,45,4,5,88579
22,24,1,48,1,17,112405
1,25,1,36,9,14,82740
16,46,2,54,9,9,115346
23,45,1,45,8,5,117046
7,30,3,36,4,0,64986
22,28,2,38,5,9,120682
14,32,1,47,1,14,88670
14,23,1,40,4,13,89861
7,47,4,41,4,15,96799
15,43,2,54,5,4,93470
18,53,4,37,2,13,113563
10,34,1,38,2,15,76241
1,43,2,54,2,13,67973
22,51,3,37,8,6,121756
23,33,1,35,2,18,121639
16,32,1,53,6,3,104639
15,38,4,47,2,17,121250
24,41,3,48,8,14,144283
14,21,1,50,1,16,82875
12,29,4,38,2,0,89444
14,43,4,51,5,14,126467
3,34,1,44,6,15,74535
15,31,2,41,9,10,123064
11,27,1,47,6,8,96844
3,51,3,47,8,16,104555
2,44,1,48,7,14,82259
21,46,2,40,1,7,98158
16,50,4,50,2,17,124639
21,54,3,43,4,7,116904
17,25,3,54,1,2,83392
24,25,3,50,8,18,158813
17,39,3,46,4,13,105570
22,48,2,50,7,1,124964
16,46,2,39,7,0,101394
11,43,2,45,8,4,105316
22,50,2,35,9,16,134530
20,23,4,44,9,0,128493
23,48,1,45,7,15,135935
3,53,2,49,9,2,79413
11,23,1,37,5,9,91641
22,25,3,49,10,18,144893
21,39,4,45,4,10,117539
20,21,4,43,3,2,111581
19,29,1,36,6,1,94465
14,25,1,46,10,2,102855
22,54,1,54,9,14,124411
15,53,4,50,4,19,123075
4,45,2,50,2,8,68320
20,49,4,35,3,14,122501
14,45,2,50,3,1,79271
16,29,3,40,2,5,100103
17,23,2,48,9,4,123798
4,35,1,45,4,5,70974
12,24,2,35,3,4,81385
18,40,2,54,10,11,136952
12,43,4,51,6,3,105579
17,28,1,53,8,13,119328
13,53,3,36,8,13,125334
3,53,2,48,10,10,86393
3,27,3,42,6,0,77328
19,42,1,40,5,4,94154
19,25,2,43,7,4,121373
18,35,4,39,3,11,124300
12,41,3,39,10,4,105187
11,45,4,52,2,12,97060
6,37,3,48,8,10,90101
24,27,1,46,9,0,114595
11,39,2,46,6,11,97529
20,27,3,40,4,5,105618
3,44,4,38,6,10,81051
1,31,3,49,7,11,88203
1,21,3,49,8,5,72559
4,52,3,51,3,4,67839
22,22,3,37,6,17,145658
9,35,3,44,10,15,124878
9,41,3,42,6,12,104581
8,44,4,43,10,6,103184
12,37,3,37,7,13,111656
6,29,3,35,4,0,63320
4,40,3,45,6,11,86130
9,39,2,47,2,2,64920
9,38,1,46,8,17,94575
5,40,1,41,3,10,74851
18,50,1,36,9,19,138845
20,21,4,35,8,6,130763
7,44,4,54,6,9,100563
0,44,4,37,10,18,108258
16,39,3,38,2,12,106269
6,50,1,51,8,13,99120
13,46,3,52,6,14,102368
20,49,2,51,1,5,108158
20,33,1,53,6,6,104604
16,24,2,38,5,12,117978
8,37,2,51,6,15,94769
16,53,3,36,1,14,99071
4,25,1,44,4,17,82313
24,48,2,46,7,2,123840
19,44,1,47,5,15,120877
7,37,2,45,6,0,85291
5,31,2,42,2,0,62618
10,32,3,54,8,18,116990
18,33,1,39,10,5,112856
3,28,3,36,4,10,82351
17,21,3,46,6,6,108458
0,29,3,36,3,2,55766
12,48,3,40,9,5,99184
13,22,3,53,8,0,108113
23,34,2,46,6,7,120998
0,33,1,47,9,13,77737
10,22,1,51,10,3,92637
16,24,3,46,9,3,109388
3,32,1,37,2,15,70281
11,30,2,42,9,10,105118
9,23,3,50,8,6,94635
5,24,4,38,2,0,69845
24,26,4,47,9,8,146219
0,43,2,42,5,5,52954
6,25,2,35,9,12,87456
20,23,4,37,3,11,125237
15,30,3,35,4,18,108740
23,39,2,49,1,16,112614
13,34,4,52,5,0,107415
22,41,3,54,7,8,121113
19,48,2,37,7,7,111327
19,41,1,49,6,1,107661
5,44,1,39,6,17,76432
21,37,1,44,8,3,119719
24,42,3,41,10,0,128926
4,39,2,42,9,11,92791
23,30,4,37,4,15,130411
20,31,2,52,4,17,132052
17,22,1,51,8,4,97577
14,53,1,50,5,15,110250
5,51,3,47,10,8,95029
24,43,4,38,9,8,152707
18,46,3,37,6,1,111862
0,45,4,45,9,13,98282
0,37,2,36,4,10,59800
12,35,3,52,1,1,74343
2,24,3,38,4,15,72156
9,42,3,51,9,18,116549
20,37,1,40,7,12,120025
2,42,1,44,6,16,69249
8,37,4,45,2,0,76013
7,34,2,39,4,18,92082
2,34,3,52,1,15,80197
24,37,1,44,3,12,125918
12,28,3,43,2,18,100353
5,54,4,50,4,2,81447
12,46,4,44,4,2,86376
22,50,2,44,9,0,127989
19,42,4,38,7,2,120348
19,36,3,48,3,15,112513
11,50,2,42,7,7,91883
12,36,2,35,8,15,114498
1,44,1,50,7,12,81653
20,26,3,51,8,12,139990
23,24,4,44,9,10,151493
22,38,1,40,1,3,90760
15,26,3,41,10,3,123506
22,46,3,52,6,14,139011
5,47,2,36,4,3,60624
18,31,2,43,1,7,102755
20,36,3,39,2,1,106530
12,39,1,42,10,14,111456
16,35,2,39,4,13,112678
22,46,2,49,1,1,93588
8,51,3,42,6,2,81780
16,39,3,39,1,10,108225
1,44,2,39,9,6,72545
18,29,1,54,10,15,126036
18,43,2,51,3,6,97765
23,24,3,43,1,10,112025
6,30,2,36,6,1,73911
21,29,3,35,6,7,118288
9,39,2,45,7,6,83542
9,35,3,49,7,5,93972
19,54,3,35,10,15,136032
8,39,1,41,4,10,73476
16,41,3,53,5,2,109008
14,54,2,49,3,17,108508
1,37,3,40,6,8,70513
3,38,4,54,7,16,102555
18,37,2,44,9,1,111998
16,22,1,46,9,9,117812
4,21,2,47,5,9,78530
6,30,1,49,4,16,73855
17,25,4,53,7,7,117301
20,32,1,51,3,19,120031
21,51,3,47,4,5,120972
6,29,4,36,9,10,106554
16,46,4,52,5,4,111598
6,35,1,45,10,9,83777
3,36,2,39,7,0,59300
7,33,1,38,2,7,75796
12,45,1,36,9,3,86592
3,50,4,50,5,6,84543
5,27,3,41,5,18,90356
24,24,2,42,4,14,126284
4,50,1,42,8,1,76083
11,30,3,36,4,16,109805
3,50,3,49,2,15,68525
23,27,2,39,5,13,136258
8,44,3,53,3,2,71177
3,40,1,44,4,18,77318
18,52,4,43,3,7,105656
23,46,3,54,7,16,151266
13,46,4,42,6,17,111593
4,32,2,39,2,0,55875
17,53,2,53,8,6,115799
9,34,3,47,5,3,95430
24,53,4,48,6,2,133153
18,44,1,42,8,18,133007
11,35,4,50,7,9,108957
17,51,3,39,3,2,97118
16,37,4,35,2,1,87971
23,32,4,53,3,4,117763
10,42,2,53,8,16,116461
2,43,3,51,4,4,74377
22,46,4,44,8,13,136215
16,34,3,39,4,15,107466
0,32,1,41,7,13,64787
14,24,3,50,6,18,111598
8,33,1,37,10,12,103804
14,38,3,46,1,11,91606
23,48,3,48,8,15,149518
2,39,4,54,6,16,89974
21,23,4,35,2,19,132508
18,39,1,41,5,5,93508
12,40,1,52,2,13,77602
11,45,2,38,10,15,105648
19,31,4,50,7,2,129185
0,37,1,45,10,18,87032
20,34,4,52,6,6,126696
16,39,3,50,7,4,118924
12,23,2,41,6,19,105057
0,54,4,37,10,9,100207
9,42,4,39,1,8,80677
14,47,4,52,3,2,99240
6,41,4,51,10,9,110297
21,51,1,35,2,15,115988
17,47,1,50,1,8,88671
15,22,2,49,1,1,79305
13,29,3,47,4,5,93556
17,39,3,41,1,4,95305
6,30,2,37,2,2,70484
16,27,3,47,1,6,94541
17,24,1,50,6,14,110173
11,35,4,35,4,5,100776
7,32,3,35,8,3,85419
21,26,4,50,5,12,127244
1,29,4,36,10,4,94264
6,28,1,52,5,14,87351
3,27,4,52,8,6,90926
17,24,3,39,10,6,115969
5,33,1,39,6,9,74903
8,39,2,42,6,12,92388
8,27,1,43,3,10,71643
13,30,3,48,6,0,96295
7,45,1,47,10,19,102557
18,45,3,52,7,10,114485
2,49,3,38,2,0,65746
17,32,1,52,3,2,91556
4,32,3,54,6,7,89079
13,26,2,49,10,12,123070
3,30,3,41,9,6,78891
6,22,2,47,9,2,81644
19,45,2,36,8,19,137107
24,27,3,43,8,1,126433
11,43,4,39,9,17,125515
1,31,2,35,9,4,72368
10,43,2,53,10,17,108445
13,27,1,54,9,15,105765
21,47,2,53,5,6,110617
22,33,2,47,6,0,117841
15,37,2,40,5,8,98850
19,52,2,44,1,14,97810
5,46,4,45,4,0,66868
22,42,2,50,1,16,108699
3,33,3,35,1,8,62058
14,32,4,53,3,14,108318
23,27,2,39,7,9,120155
24,21,3,40,1,19,139134
0,53,3,40,7,2,62427
6,34,4,39,10,4,109500
24,37,4,40,10,1,147945
11,24,3,47,1,5,86273
9,21,4,35,9,15,121676
4,44,4,35,5,11,97917
11,54,1,48,6,16,105636
17,54,4,42,9,11,127768
9,44,1,43,3,16,94680
5,35,4,44,3,6,73790
11,37,4,40,5,15,113791
6,33,3,43,7,17,98801
17,27,1,52,3,7,96364
1,29,4,49,4,17,78892
9,43,2,38,2,1,70501
14,43,4,36,9,8,124395
11,46,3,40,10,15,119582
16,21,3,51,9,16,135512
3,34,3,41,2,9,78530
6,52,1,54,5,0,56695
8,30,1,49,1,17,77407
18,21,1,36,8,14,118178
22,25,2,46,6,8,113098
6,23,1,44,10,2,74080
22,47,3,51,10,15,149452
1,42,1,52,2,14,59828
5,38,1,50,2,1,57441
17,36,4,44,10,9,123548
5,22,1,42,5,3,65988
12,33,4,47,7,18,129642
18,36,1,50,9,16,131318
1,28,4,42,9,9,80988
11,28,3,46,6,5,96969
14,30,1,51,2,0,84083
13,53,3,50,6,10,97723
5,51,1,43,1,15,60259
17,32,2,53,2,19,117737
4,29,2,51,3,6,69547
17,29,3,42,5,2,100584
2,38,3,46,10,13,102683
2,50,2,43,1,3,58569
21,52,2,40,10,8,141855
21,43,4,44,5,14,128684
9,31,1,43,5,11,77151
18,40,2,38,4,15,105310
2,39,3,45,3,18,89489
11,46,3,40,7,13,112967
15,30,2,52,7,3,106486
16,44,3,38,1,5,101506
6,33,1,46,7,10,73341
12,54,4,43,3,3,95450
23,49,1,49,3,7,109074
1,27,4,43,6,8,86112
3,50,4,40,6,1,72123
9,37,2,45,4,19,101506
6,33,3,41,5,2,77241
23,44,4,48,3,5,130594
16,51,2,50,3,1,98166
19,47,3,49,9,7,132501
5,41,3,54,5,19,98530
18,21,4,43,1,7,112699
4,35,3,53,9,2,81184
9,23,1,46,10,16,105256
8,26,3,45,6,10,102552
12,34,1,42,9,2,92736
18,53,3,37,7,11,120510
20,28,4,53,10,13,136666
23,46,4,37,10,0,144855
5,35,2,37,7,11,86468
3,34,1,40,5,17,75082
23,40,1,45,7,3,119516
2,39,4,54,10,2,89741
2,53,4,48,4,16,88178
3,44,4,36,6,12,88224
24,30,1,46,2,16,122037
4,54,2,50,10,16,90466
7,36,1,37,3,18,73309
15,35,4,50,2,4,94826
21,38,2,44,10,7,132373
2,27,3,54,2,1,56205
23,42,3,39,7,8,143004
11,52,4,47,5,6,93149
24,39,2,46,6,15,128131
7,21,4,35,3,11,85827
12,25,1,54,10,4,104798
3,32,1,45,5,5,71579
13,32,2,53,5,16,114593
13,41,4,49,4,14,111450
12,39,4,52,10,9,117025
5,29,3,50,4,2,68844
16,52,2,41,8,6,116745
3,51,4,44,6,1,81767
7,52,1,50,2,12,64128
16,52,4,51,2,13,112354
2,50,4,41,2,3,58811
16,52,1,45,6,7,94818
8,22,1,51,1,4,55248
1,31,4,39,3,11,69094
24,40,1,35,1,11,113997
12,29,3,37,4,10,90007
19,39,3,50,1,1,95103
1,27,3,49,9,4,74528
19,25,1,38,6,12,112997
10,44,1,46,8,17,108687
21,27,1,35,2,16,106770
14,31,2,51,6,5,92893
10,29,1,49,4,18,101377
22,50,3,54,7,16,140968
2,23,3,54,8,16,92655
2,42,3,44,6,17,93459
11,40,2,45,1,14,97157
23,52,4,52,8,19,153504
4,27,3,36,1,3,68779
19,27,2,40,9,3,125687
6,40,4,50,2,4,85527
6,45,2,41,10,14,104172
12,44,2,53,6,1,85092
8,33,4,46,8,10,111854
24,24,1,52,5,2,105772
20,32,1,44,2,10,93420
12,37,3,41,5,2,84657
11,21,4,38,1,10,88579
12,37,3,51,8,1,90261
23,22,2,51,8,19,153862
9,26,1,38,2,19,94230
0,31,3,39,6,14,75773
24,38,3,35,8,7,137342
7,45,1,53,10,1,81254
21,48,2,45,8,17,135270
15,36,3,35,7,7,107509
12,32,3,42,3,11,101208
2,49,4,38,4,5,64410
2,43,4,49,1,1,63922
23,41,1,51,9,11,133491
4,36,1,52,10,11,86727
10,46,2,37,10,12,115590
6,42,2,52,2,8,76219
20,30,3,41,10,14,144808
23,27,4,51,7,10,147094
9,29,2,52,8,8,95959
9,45,3,54,4,7,95738
19,35,3,42,10,19,140330
1,33,1,45,1,17,66855
2,46,4,37,5,10,72440
7,41,3,41,10,4,96146
10,43,1,49,10,3,96134
12,48,3,44,6,4,94304
6,32,4,46,7,6,83867
12,44,3,46,1,16,93359
1,33,3,53,4,17,80529
5,22,2,53,5,0,72183
8,32,2,49,5,15,98263
19,34,1,39,7,8,113292
24,50,3,47,4,11,123822
1,39,1,43,10,18,93481
17,51,4,44,7,10,134394
